Date,RegionID,RegionName,State,Metro,County,City,SizeRank,Zhvi,MoM,QoQ,YoY,5Year,10Year,PeakMonth,PeakQuarter,PeakZHVI,PctFallFromPeak,LastTimeAtCurrZHVI
8/31/2017,96990,92683,CA,Los Angeles-Long Beach-Anaheim,Orange,Westminster,77,621300,0.000966651,0.016026165,0.083536798,0.086102405,0.00523366,2006-06,2006-Q2,641800,-0.031941415,2006-02
8/31/2017,61148,8701,NJ,New York,Ocean,Lakewood Township,78,297700,-0.002345845,-0.012603648,-0.024254343,0.054796785,0.002175624,2006-03,2006-Q1,319300,-0.06764798,2005-05
8/31/2017,95048,85710,AZ,Tucson,Pima,Tucson,79,165600,0.003028468,0.005464481,0.083769634,0.055845068,-0.016310463,2006-05,2006-Q2,204600,-0.190615836,2005-04
8/31/2017,87074,66062,KS,Kansas City,Johnson,Olathe,80,230300,0,-0.000867679,0.042553191,0.046481545,0.016881856,2017-05,2017-Q2,230500,-0.000867679,2017-05
8/31/2017,92654,78745,TX,Austin,Travis,Austin,81,276000,0.002906977,0.001814882,0.081081081,0.108370677,0.054530284,2017-04,2017-Q2,276600,-0.002169197,2017-04
8/31/2017,98325,95630,CA,Sacramento,Sacramento,Folsom,82,506200,-0.000197511,0.007563694,0.062775562,0.086064121,0.01105431,2006-01,2006-Q1,528900,-0.042919266,2005-08
8/31/2017,96545,91910,CA,San Diego,San Diego,Chula Vista,83,496200,0.008536585,0.035908142,0.100954071,0.089862122,0.000363483,2006-05,2006-Q2,546300,-0.091707853,2004-10
8/31/2017,96007,90026,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,84,862100,-0.000347866,0.005716286,0.070266915,0.10499772,0.032157497,2017-07,2017-Q3,862400,-0.000347866,2017-07
8/31/2017,61790,10314,NY,New York,Richmond,New York,85,505800,0.009177973,0.043316832,0.162224265,0.06942438,0.020155533,2017-08,2017-Q3,505800,0,2017-08
8/31/2017,95306,87111,NM,Albuquerque,Bernalillo,Albuquerque,86,244800,-0.015681544,-0.037735849,0.05974026,0.030847515,-0.006539549,2007-09,2007-Q3,262100,-0.066005341,2006-08
8/31/2017,97764,94558,CA,Napa,Napa,Napa,87,617100,-0.003391473,-0.003713271,0.054331112,0.113376065,0.006184869,2006-02,2006-Q1,621700,-0.007399067,2005-12
8/31/2017,62026,11215,NY,New York,Kings,New York,88,1221400,0.008754542,0.033945653,0.255680066,0.125695161,0.081897517,2017-08,2017-Q3,1221400,0,2017-08
8/31/2017,99534,98052,WA,Seattle,King,Redmond,89,793700,0.00748921,0.044479537,0.192457933,0.13316819,0.041386305,2017-08,2017-Q3,793700,0,2017-08
8/31/2017,70810,30024,GA,Atlanta,Gwinnett,Suwanee,90,327600,0.004599816,0.006142506,0.052023121,0.082889749,0.014241625,2017-08,2017-Q3,327600,0,2017-08
8/31/2017,71864,32210,FL,Jacksonville,Duval,Jacksonville,91,120300,0.0025,0.010075567,0.142450142,0.112479931,-0.017548503,2007-05,2007-Q2,145300,-0.172057811,2005-07
8/31/2017,60081,6010,CT,Hartford,Hartford,Bristol,92,174400,0.003452244,0.006928406,0.004608295,0.002077101,-0.021842652,2007-04,2007-Q2,219200,-0.204379562,2004-05
8/31/2017,62032,11221,NY,New York,Kings,New York,93,1012000,-0.005503145,-0.005209869,0.064254916,0.19116963,0.081310881,2017-06,2017-Q2,1024600,-0.012297482,2017-05
8/31/2017,72363,33025,FL,Miami-Fort Lauderdale,Broward,Miramar,94,209500,0.00335249,0.015511391,0.067244014,0.142123463,,2017-08,2017-Q3,209500,0,2017-08
8/31/2017,84612,60610,IL,Chicago,Cook,Chicago,95,272300,0.016803585,0.050540123,0.117357407,0.054036579,-0.001745879,2008-02,2008-Q1,283100,-0.038149064,2007-07
8/31/2017,71005,30281,GA,Atlanta,Henry,Stockbridge,96,150300,0.006697924,0.023841962,0.097881665,0.097947605,-0.003331353,2006-12,2006-Q4,157800,-0.047528517,2005-09
8/31/2017,95804,89108,NV,Las Vegas,Clark,Las Vegas,97,175500,0.0109447,0.03539823,0.11357868,0.170138926,-0.028067201,2006-06,2006-Q2,249300,-0.296028881,2004-07
8/31/2017,92336,78240,TX,San Antonio,Bexar,San Antonio,98,169900,-0.002348796,0.019807923,0.061875,0.058435912,0.015484696,2017-07,2017-Q3,170300,-0.002348796,2017-07
8/31/2017,94820,85225,AZ,Phoenix,Maricopa,Chandler,99,238900,0.002938707,0.017028523,0.06842576,0.109648834,0.001010195,2006-03,2006-Q1,257600,-0.072593168,2005-10
8/31/2017,91926,77433,TX,Houston,Harris,Cypress,100,219600,0.018552876,0.052228079,0.035849057,0.048133309,0.024494208,2016-03,2016-Q1,229400,-0.042720139,2015-05
8/31/2017,58669,2169,MA,Boston,Norfolk,Quincy,101,387200,-0.000774194,0.001292992,0.056768559,0.067435862,0.017072807,2017-07,2017-Q3,387500,-0.000774194,2017-06
